allcode,0to12,13to18,19to25,26to40,41to60,61to90,,code,0to12,13to18,19to25,26to40,41to60,61to90,,age0to12,age13to18,age19to25,age26to40,age41to60,age61to90
E02006368,778,438,277,692,1625,1813,,,,,,,,,,,,,,,
E02006369,755,412,284,722,2040,2174,,,,,,,,,,,,,,,
E02006370,885,530,357,1081,1850,1497,,,,,,,,,,,,,,,
E02006371,1088,462,454,1298,2072,1861,,,,,,,,,,,,,,,
E02006372,1036,486,435,1176,1882,1450,,,,,,,,,,,,,,,
E02006373,1178,608,447,1026,2432,2021,,,,,,,,,,,,,,,
E02006374,923,474,418,931,2275,1920,,,,,,,,,,,,,,,
E07000211,23664,9891,9549,28620,40065,31305,,,,,,,,,,,,,,,
E02006375,1031,459,423,1058,1959,1616,,,,,,,,,,,,,,,
E02006376,1132,560,658,1544,2465,2712,,,,,,,,,,,,,,,
E02006377,826,491,364,812,1746,1704,,,,,,,,,,,,,,,
E02006378,1514,682,636,1618,2814,2006,,,,,,,,,,,,,,,
E02006379,1171,374,424,1341,1572,1088,,,,,,,,,,,,,,,
E02006380,916,563,385,887,2170,2161,,,,,,,,,,,,,,,
E02006381,884,480,435,1035,2185,1990,,,,,,,,,,,,,,,
E02006382,1258,475,493,1437,1780,1224,,,,,,,,,,,,,,,
E02006383,1619,841,472,1885,2726,2370,,,,,,,,,,,,,,,
E02006384,1830,706,731,2478,2730,2043,,,,,,,,,,,,,,,
E02006385,2107,579,848,3635,2702,1320,,,,,,,,,,,,,,,
E02006386,1682,554,431,1627,2236,1547,,,,,,,,,,,,,,,
E02006387,1258,535,383,1134,1893,1336,,,,,,,,,,,,,,,
E02006388,1677,637,662,2163,2456,1602,,,,,,,,,,,,,,,
E02006389,1087,510,457,1135,2075,1680,,,,,,,,,,,,,,,
E02006390,1262,599,590,1454,2207,1820,,,,,,,,,,,,,,,
E02006391,1187,417,474,1460,1958,1206,,,,,,,,,,,,,,,
E02006392,1223,429,683,1917,2391,1880,,,,,,,,,,,,,,,
E07000212,12133,5122,11422,15790,22304,17813,,,,,,,,,,,,,,,
E02006393,809,291,1900,1442,1449,1106,,,,,,,,,,,,,,,
E02006394,1154,769,4528,1622,2062,1663,,,,,,,,,,,,,,,
E02006395,1436,599,815,2154,2630,1747,,,,,,,,,,,,,,,
E02006396,744,423,449,952,1743,1714,,,,,,,,,,,,,,,
E02006397,986,405,407,940,1904,1477,,,,,,,,,,,,,,,
E02006398,1307,401,570,1815,2154,1512,,,,,,,,,,,,,,,
E02006399,1814,651,860,2332,3030,2502,,,,,,,,,,,,,,,
E02006400,829,316,435,977,1732,1416,,,,,,,,,,,,,,,
E02006401,1587,597,725,1913,2687,2224,,,,,,,,,,,,,,,
E02006402,1467,670,733,1643,2913,2452,,,,,,,,,,,,,,,
E07000213,15130,6326,7184,19781,27615,22070,,,,,,,,,,,,,,,
E02006403,1028,407,524,1515,1808,1161,,,,,,,,,,,,,,,
E02006404,1328,512,555,1682,1820,1172,,,,,,,,,,,,,,,
E02006405,1583,660,780,2319,3051,2338,,,,,,,,,,,,,,,
E02006406,1280,400,641,2344,2209,1353,,,,,,,,,,,,,,,
E02006407,1324,571,674,1618,2530,2184,,,,,,,,,,,,,,,
E02006408,1329,550,678,1910,2343,1729,,,,,,,,,,,,,,,
E02006409,1184,504,526,1329,1934,1436,,,,,,,,,,,,,,,
E02006410,1399,573,696,1693,2247,1429,,,,,,,,,,,,,,,
E02006411,1012,434,417,1296,2098,1959,,,,,,,,,,,,,,,
E02006412,1071,420,415,1211,1992,1852,,,,,,,,,,,,,,,
E02006413,875,453,398,894,1719,1741,,,,,,,,,,,,,,,
E02006414,896,439,458,1017,1875,1546,,,,,,,,,,,,,,,
E02006415,821,403,422,953,1989,2170,,,,,,,,,,,,,,,
E07000214,13724,6469,5932,15309,26220,19879,,,,,,,,,,,,,,,
E02006416,1202,520,408,1078,2733,2201,,,,,,,,,,,,,,,
E02006417,1019,326,384,1238,1720,1352,,,,,,,,,,,,,,,
E02006418,997,489,362,1033,2179,1790,,,,,,,,,,,,,,,
E02006419,1422,622,730,1686,2223,1405,,,,,,,,,,,,,,,
E02006420,1095,570,494,1055,2282,1945,,,,,,,,,,,,,,,
E02006421,1312,839,573,1331,2900,1718,,,,,,,,,,,,,,,
E02006422,1026,473,362,1051,1823,1341,,,,,,,,,,,,,,,
E02006423,1651,714,866,2382,2893,2211,,,,,,,,,,,,,,,
E02006424,955,464,370,855,1854,1686,,,,,,,,,,,,,,,
E02006425,1023,484,448,1143,1864,1410,,,,,,,,,,,,,,,
E02006426,833,489,373,1000,1771,1277,,,,,,,,,,,,,,,
E02006427,1189,479,562,1457,1978,1543,,,,,,,,,,,,,,,
E07000215,13000,6452,5569,14366,24934,21053,,,,,,,,,,,,,,,
E02006429,1140,456,569,1769,2139,1594,,,,,,,,,,,,,,,
E02006430,1664,680,643,1860,2690,1693,,,,,,,,,,,,,,,
E02006431,1727,967,695,2249,2930,2345,,,,,,,,,,,,,,,
E02006432,742,476,367,852,1636,1615,,,,,,,,,,,,,,,
E02006433,1437,788,474,1302,2829,2659,,,,,,,,,,,,,,,
E02006434,1048,529,410,967,1810,1477,,,,,,,,,,,,,,,
E02006435,886,427,390,905,1859,1455,,,,,,,,,,,,,,,
E02006436,1001,439,371,960,1733,1531,,,,,,,,,,,,,,,
E02006437,1212,598,655,1308,2524,2309,,,,,,,,,,,,,,,
E02006438,1091,555,479,1073,2542,2245,,,,,,,,,,,,,,,
E02006790,1052,537,516,1121,2242,2130,,,,,,,,,,,,,,,
E07000216,19641,9878,7490,19013,35081,31757,,,,,,,,,,,,,,,
E02006439,864,413,302,955,1740,1563,,,,,,,,,,,,,,,
E02006440,1185,526,465,1144,2051,1701,,,,,,,,,,,,,,,
E02006441,1086,441,1244,1462,1916,1739,,,,,,,,,,,,,,,
E02006442,1059,489,254,716,1813,1687,,,,,,,,,,,,,,,
E02006443,1104,447,428,1441,1973,1838,,,,,,,,,,,,,,,
E02006444,1356,470,399,1121,1966,1590,,,,,,,,,,,,,,,
E02006445,1118,812,348,1701,1816,1576,,,,,,,,,,,,,,,
E02006446,1176,560,322,893,2036,1859,,,,,,,,,,,,,,,
E02006447,1117,612,364,898,1884,1551,,,,,,,,,,,,,,,
E02006448,1414,474,400,1382,2152,1559,,,,,,,,,,,,,,,
E02006449,1081,487,378,900,1998,2015,,,,,,,,,,,,,,,
E02006450,1109,726,323,846,2167,1713,,,,,,,,,,,,,,,
E02006451,1462,1216,618,1449,2879,3275,,,,,,,,,,,,,,,
E02006453,1163,741,431,986,2326,2452,,,,,,,,,,,,,,,
E02006454,1137,439,296,931,1901,1839,,,,,,,,,,,,,,,
E02006455,988,407,413,1124,1788,1354,,,,,,,,,,,,,,,
E02006839,1222,618,505,1064,2675,2446,,,,,,,,,,,,,,,
E07000217,17485,6649,5952,21727,27421,20192,,,,,,,,,,,,,,,
E02006456,1420,507,407,1675,2097,1662,,,,,,,,,,,,,,,
E02006457,1468,675,387,1367,2676,2496,,,,,,,,,,,,,,,
E02006458,1561,679,458,1532,2707,2259,,,,,,,,,,,,,,,
E02006459,2209,794,947,2935,2434,1244,,,,,,,,,,,,,,,
E02006460,1661,639,582,2249,2566,1584,,,,,,,,,,,,,,,
E02006461,1107,371,370,1312,1905,1734,,,,,,,,,,,,,,,
E02006462,1551,606,545,1748,2379,1460,,,,,,,,,,,,,,,
E02006463,1659,411,630,3355,2373,1615,,,,,,,,,,,,,,,
E02006464,1114,414,429,1332,2006,1525,,,,,,,,,,,,,,,
E02006465,967,405,330,1180,1762,1500,,,,,,,,,,,,,,,
E02006466,1672,661,532,1993,2476,1596,,,,,,,,,,,,,,,
E02006467,1096,487,335,1049,2040,1517,,,,,,,,,,,,,,,
E07000223,9299,4138,4111,10709,17331,17588,,,,,,,,,,,,,,,
E02006534,1301,615,564,1424,2508,2302,,,,,,,,,,,,,,,
E02006535,1044,436,339,1124,1989,2116,,,,,,,,,,,,,,,
E02006536,1009,708,437,1138,2053,1912,,,,,,,,,,,,,,,
E02006537,1717,752,808,1809,2805,2389,,,,,,,,,,,,,,,
E02006538,1416,434,567,1805,2516,2365,,,,,,,,,,,,,,,
E02006539,1029,467,462,1192,1983,2134,,,,,,,,,,,,,,,
E02006540,776,346,373,917,1545,1832,,,,,,,,,,,,,,,
E02006541,1007,380,561,1300,1932,2538,,,,,,,,,,,,,,,
E07000224,20035,9113,10630,22763,40427,51446,,,,,,,,,,,,,,,
E02006542,710,334,263,670,1719,2044,,,,,,,,,,,,,,,
E02006543,714,370,323,689,1623,1876,,,,,,,,,,,,,,,
E02006544,1392,687,629,1337,3026,3096,,,,,,,,,,,,,,,
E02006545,1603,660,696,1619,2365,1855,,,,,,,,,,,,,,,
E02006546,1365,724,599,1319,2637,3306,,,,,,,,,,,,,,,
E02006547,804,415,377,1036,1803,1572,,,,,,,,,,,,,,,
E02006548,1522,653,636,1639,2532,2628,,,,,,,,,,,,,,,
E02006549,411,288,232,434,1457,3066,,,,,,,,,,,,,,,
E02006550,1189,595,596,1215,2448,3469,,,,,,,,,,,,,,,
E02006551,528,262,273,621,1729,4531,,,,,,,,,,,,,,,
E02006552,1059,379,685,1497,2056,1795,,,,,,,,,,,,,,,
E02006553,1265,527,582,1519,2177,2146,,,,,,,,,,,,,,,
E02006554,829,357,349,773,1736,2585,,,,,,,,,,,,,,,
E02006555,1156,509,769,1539,2047,1688,,,,,,,,,,,,,,,
E02006556,1331,622,524,982,2266,3359,,,,,,,,,,,,,,,
E02006557,1204,557,688,1469,2002,1431,,,,,,,,,,,,,,,
E02006558,1173,429,1586,2510,2683,2959,,,,,,,,,,,,,,,
E02006559,706,298,379,782,1901,4157,,,,,,,,,,,,,,,
E02006560,1074,447,444,1113,2220,3883,,,,,,,,,,,,,,,
E07000225,15366,7331,8876,15692,31686,36576,,,,,,,,,,,,,,,
E02006561,1309,461,359,957,2141,1746,,,,,,,,,,,,,,,
E02006562,850,434,293,592,1917,1807,,,,,,,,,,,,,,,
E02006563,726,371,262,558,1820,1802,,,,,,,,,,,,,,,
E02006564,937,416,431,940,2020,2557,,,,,,,,,,,,,,,
E02006565,1042,544,410,867,2337,2756,,,,,,,,,,,,,,,
E02006566,962,510,541,911,2145,2727,,,,,,,,,,,,,,,
E02006567,1049,513,376,891,2235,2339,,,,,,,,,,,,,,,
E02006568,1417,622,1933,2121,2493,2439,,,,,,,,,,,,,,,
E02006569,1105,480,440,1053,2101,2587,,,,,,,,,,,,,,,
E02006570,1006,512,1121,1697,2018,2411,,,,,,,,,,,,,,,
E02006571,1062,533,645,1098,2220,2439,,,,,,,,,,,,,,,
E02006572,1461,721,883,1658,2615,2284,,,,,,,,,,,,,,,
E02006573,1268,586,571,1229,2907,4308,,,,,,,,,,,,,,,
E02006574,1172,628,611,1120,2717,4374,,,,,,,,,,,,,,,
E07000226,19669,7503,8801,26898,28750,18262,,,,,,,,,,,,,,,
E02006575,1671,600,640,2216,2060,1274,,,,,,,,,,,,,,,
E02006576,1356,488,610,1760,2303,1590,,,,,,,,,,,,,,,
E02006577,1354,498,627,1778,2052,1688,,,,,,,,,,,,,,,
E02006578,1734,515,999,3208,2434,1643,,,,,,,,,,,,,,,
E02006579,1402,566,620,1934,2064,1518,,,,,,,,,,,,,,,
E02006580,1248,549,639,1751,2129,1717,,,,,,,,,,,,,,,
E02006581,1562,529,783,2444,2241,1662,,,,,,,,,,,,,,,
E02006582,1527,658,497,1807,2578,975,,,,,,,,,,,,,,,
E02006583,1408,602,648,2069,2462,1852,,,,,,,,,,,,,,,
E02006584,1454,572,619,1885,2144,906,,,,,,,,,,,,,,,
E02006585,1419,581,562,1597,2039,1573,,,,,,,,,,,,,,,
E02006586,1733,716,825,2045,1985,790,,,,,,,,,,,,,,,
E02006587,1801,629,732,2404,2259,1074,,,,,,,,,,,,,,,
E07000227,19600,10226,8188,20483,40131,35530,,,,,,,,,,,,,,,
E02006588,1106,543,528,1370,2369,1654,,,,,,,,,,,,,,,
E02006589,1700,879,695,1801,3614,2483,,,,,,,,,,,,,,,
E02006590,1433,597,600,1585,2609,1948,,,,,,,,,,,,,,,
E02006591,1260,569,518,1658,2281,1790,,,,,,,,,,,,,,,
E02006592,912,627,370,833,2056,1760,,,,,,,,,,,,,,,
E02006593,1732,650,788,2285,2929,2650,,,,,,,,,,,,,,,
E02006594,1080,467,468,1306,2092,1619,,,,,,,,,,,,,,,
E02006595,1106,1395,470,1020,2609,2294,,,,,,,,,,,,,,,
E02006596,1562,775,638,1547,2933,1548,,,,,,,,,,,,,,,
E02006597,1624,718,543,1576,2959,2401,,,,,,,,,,,,,,,
E02006598,794,385,307,783,1865,1405,,,,,,,,,,,,,,,
E02006599,627,396,327,512,2031,3008,,,,,,,,,,,,,,,
E02006600,1274,500,544,1362,2557,3240,,,,,,,,,,,,,,,
E02006601,1193,516,540,991,2374,2679,,,,,,,,,,,,,,,
E02006602,1143,580,389,859,2334,2084,,,,,,,,,,,,,,,
E02006603,1054,629,463,995,2519,2967,,,,,,,,,,,,,,,
E07000228,22752,10790,8862,25510,41413,35050,,,,,,,,,,,,,,,
E02006604,1946,801,860,2584,3488,2970,,,,,,,,,,,,,,,
E02006605,908,736,510,971,1933,1510,,,,,,,,,,,,,,,
E02006606,1291,595,516,1452,2545,1895,,,,,,,,,,,,,,,
E02006607,1136,563,524,1242,2282,2133,,,,,,,,,,,,,,,
E02006608,802,383,358,839,1767,1804,,,,,,,,,,,,,,,
E02006609,1022,789,453,948,2200,1835,,,,,,,,,,,,,,,
E02006610,1226,502,350,1121,2222,1752,,,,,,,,,,,,,,,
E02006611,1850,744,500,1646,2907,3051,,,,,,,,,,,,,,,
E02006612,1684,534,682,2834,2715,2246,,,,,,,,,,,,,,,
E02006613,1484,548,520,1715,2050,1477,,,,,,,,,,,,,,,
E02006614,1858,804,651,1989,3124,2482,,,,,,,,,,,,,,,
E02006615,1164,612,441,1319,2121,1125,,,,,,,,,,,,,,,
E02006616,1251,601,539,1499,2374,2029,,,,,,,,,,,,,,,
E02006617,1406,610,684,1923,2494,2061,,,,,,,,,,,,,,,
E02006618,862,468,368,832,1899,1882,,,,,,,,,,,,,,,
E02006619,1452,788,470,1251,2583,1813,,,,,,,,,,,,,,,
E02006620,1410,712,436,1345,2709,2985,,,,,,,,,,,,,,,
E07000229,15561,6941,7263,19057,29676,28365,,,,,,,,,,,,,,,
E02006621,745,460,315,710,2222,3062,,,,,,,,,,,,,,,
E02006622,1053,509,422,1189,2268,2381,,,,,,,,,,,,,,,
E02006623,1391,558,526,1419,2120,2041,,,,,,,,,,,,,,,
E02006624,1133,623,459,1076,2312,1779,,,,,,,,,,,,,,,
E02006625,1442,645,619,1674,2438,1421,,,,,,,,,,,,,,,
E02006626,1365,619,591,1421,2144,1340,,,,,,,,,,,,,,,
E02006627,1271,599,556,1421,2362,2481,,,,,,,,,,,,,,,
E02006628,1798,639,790,2137,2537,1456,,,,,,,,,,,,,,,
E02006629,1361,591,554,1399,2262,1796,,,,,,,,,,,,,,,
E02006630,879,330,591,1829,2128,2520,,,,,,,,,,,,,,,
E02006631,1249,387,944,2696,2501,2089,,,,,,,,,,,,,,,
E02006632,1011,476,537,1238,2300,2582,,,,,,,,,,,,,,,
E02006633,863,505,359,848,2082,3417,,,,,,,,,,,,,,,
E06000022,24435,12442,26279,29705,46755,42405,,,,,,,,,,,,,,,
E02002985,834,349,452,942,1386,1324,,,,,,,,,,,,,,,
E02002986,757,330,388,859,1298,1533,,,,,,,,,,,,,,,
E02002987,696,416,418,674,1491,1795,,,,,,,,,,,,,,,
E02002988,860,361,352,898,1637,1387,,,,,,,,,,,,,,,
E02002989,928,338,436,959,1457,1491,,,,,,,,,,,,,,,
E02002990,862,319,848,1451,1665,1003,,,,,,,,,,,,,,,
E02002991,804,689,2244,2365,2446,2261,,,,,,,,,,,,,,,
E02002992,949,373,683,1027,1547,1349,,,,,,,,,,,,,,,
E02002993,495,279,1505,1290,1298,880,,,,,,,,,,,,,,,
E02002994,1433,860,496,1288,3065,3081,,,,,,,,,,,,,,,
E02002995,1010,420,712,1164,1327,903,,,,,,,,,,,,,,,
E02002996,853,791,4211,1289,1923,1953,,,,,,,,,,,,,,,
E02002997,531,388,3744,1052,1111,929,,,,,,,,,,,,,,,
E02002998,649,317,2174,947,1192,1050,,,,,,,,,,,,,,,
E02002999,808,418,637,1040,1418,1332,,,,,,,,,,,,,,,
E02003000,1187,597,602,1197,2732,3124,,,,,,,,,,,,,,,
E02003001,756,428,562,787,1625,1424,,,,,,,,,,,,,,,
E02003002,847,419,624,815,1397,1385,,,,,,,,,,,,,,,
E02003003,888,414,705,1249,1500,1143,,,,,,,,,,,,,,,
E02003004,831,501,477,819,1935,1680,,,,,,,,,,,,,,,
E02003005,888,444,401,686,1966,1873,,,,,,,,,,,,,,,
E02003006,1459,697,1070,1417,2608,1916,,,,,,,,,,,,,,,
E02003007,1402,541,614,1522,2353,2262,,,,,,,,,,,,,,,
E02003008,1020,428,493,1037,1583,1126,,,,,,,,,,,,,,,
E02003009,895,419,523,984,1674,1445,,,,,,,,,,,,,,,
E02003010,1042,498,542,1200,1684,1204,,,,,,,,,,,,,,,
E02003011,751,408,366,747,1437,1552,,,,,,,,,,,,,,,
E06000028,25462,10868,23868,42555,46668,41969,,,,,,,,,,,,,,,
E02003172,985,397,481,1024,1689,1797,,,,,,,,,,,,,,,
E02003173,909,365,453,1101,1730,2130,,,,,,,,,,,,,,,
E02003174,1153,490,659,1276,2342,2320,,,,,,,,,,,,,,,
E02003175,1686,645,551,1848,2585,1869,,,,,,,,,,,,,,,
E02003176,1184,611,671,1330,1887,1428,,,,,,,,,,,,,,,
E02003177,1383,602,678,1459,2426,1660,,,,,,,,,,,,,,,
E02003178,1278,545,1111,1525,2156,1952,,,,,,,,,,,,,,,
E02003179,1044,517,443,1105,1721,1740,,,,,,,,,,,,,,,
E02003180,1266,585,2906,1844,1846,1272,,,,,,,,,,,,,,,
E02003181,1405,597,1149,1680,2340,1720,,,,,,,,,,,,,,,
E02003182,992,484,475,1191,1957,1613,,,,,,,,,,,,,,,
E02003183,693,458,1456,1064,1701,1746,,,,,,,,,,,,,,,
E02003184,1188,400,1775,2144,1684,1042,,,,,,,,,,,,,,,
E02003185,1380,573,467,1488,2278,1510,,,,,,,,,,,,,,,
E02003186,1514,604,1315,2527,2235,1083,,,,,,,,,,,,,,,
E02003187,1408,654,1003,2283,2507,1717,,,,,,,,,,,,,,,
E02003188,760,422,2400,3472,1748,2084,,,,,,,,,,,,,,,
E02003189,1057,471,596,1914,2193,2568,,,,,,,,,,,,,,,
E02003190,1261,363,1121,3562,2696,1609,,,,,,,,,,,,,,,
E02003191,958,383,423,1242,2145,3086,,,,,,,,,,,,,,,
E02003192,1025,403,2510,3279,1874,2280,,,,,,,,,,,,,,,
E02006883,414,133,537,1868,1262,1668,,,,,,,,,,,,,,,
E02006885,519,166,688,2329,1666,2075,,,,,,,,,,,,,,,
E06000023,69976,26956,63518,109564,98852,73608,,,,,,,,,,,,,,,
E02003012,1910,667,945,2403,2588,2328,,,,,,,,,,,,,,,
E02003013,2353,1007,1092,2561,2786,2352,,,,,,,,,,,,,,,
E02003014,1768,573,798,1749,1706,1356,,,,,,,,,,,,,,,
E02003015,1068,372,715,1481,1495,1213,,,,,,,,,,,,,,,
E02003016,1294,512,1327,2281,1495,1001,,,,,,,,,,,,,,,
E02003017,1015,247,269,1209,1491,1802,,,,,,,,,,,,,,,
E02003018,905,476,434,1047,1578,1344,,,,,,,,,,,,,,,
E02003019,1514,628,886,2043,2521,2052,,,,,,,,,,,,,,,
E02003020,1079,510,262,940,1506,1895,,,,,,,,,,,,,,,
E02003021,1135,332,1348,1917,1404,946,,,,,,,,,,,,,,,
E02003022,1062,378,295,875,1676,1650,,,,,,,,,,,,,,,
E02003023,842,335,1015,1087,1583,1481,,,,,,,,,,,,,,,
E02003024,1307,639,1499,1868,1933,1843,,,,,,,,,,,,,,,
E02003025,1304,513,762,1524,1663,1291,,,,,,,,,,,,,,,
E02003026,1014,648,2051,1063,2010,2420,,,,,,,,,,,,,,,
E02003027,2053,615,1905,3383,2767,1325,,,,,,,,,,,,,,,
E02003028,1304,735,943,1823,2155,1461,,,,,,,,,,,,,,,
E02003029,1308,563,570,1298,1570,985,,,,,,,,,,,,,,,
E02003030,1187,512,868,1875,1901,1014,,,,,,,,,,,,,,,
E02003031,1366,678,2241,2673,2445,1027,,,,,,,,,,,,,,,
E02003032,1555,485,846,1993,1776,1266,,,,,,,,,,,,,,,
E02003033,612,339,3582,2271,1285,876,,,,,,,,,,,,,,,
E02003034,2076,768,1857,4470,2541,1001,,,,,,,,,,,,,,,
E02003036,672,323,3228,2764,1313,683,,,,,,,,,,,,,,,
E02003037,606,233,3034,2756,1254,867,,,,,,,,,,,,,,,
E02003038,1050,397,630,1494,1667,1230,,,,,,,,,,,,,,,
E02003039,1546,550,857,2098,2003,1474,,,,,,,,,,,,,,,
E02003040,1610,419,841,3256,2216,1263,,,,,,,,,,,,,,,
E02003041,435,475,1312,1881,1102,1045,,,,,,,,,,,,,,,
E02003043,637,412,6388,3462,1242,771,,,,,,,,,,,,,,,
E02003044,876,376,503,1278,1600,1230,,,,,,,,,,,,,,,
E02003045,509,297,2215,1867,1150,886,,,,,,,,,,,,,,,
E02003046,1573,528,766,2817,2393,1373,,,,,,,,,,,,,,,
E02003047,1414,431,1254,3502,2382,1507,,,,,,,,,,,,,,,
E02003048,1004,228,644,2506,1603,714,,,,,,,,,,,,,,,
E02003049,1284,436,622,1741,1865,1578,,,,,,,,,,,,,,,
E02003050,963,304,1140,3367,1887,1436,,,,,,,,,,,,,,,
E02003051,1211,389,684,2269,1564,758,,,,,,,,,,,,,,,
E02003052,990,345,643,1977,1593,1276,,,,,,,,,,,,,,,
E02003053,1351,504,647,1792,2285,1632,,,,,,,,,,,,,,,
E02003054,1030,391,527,1526,1790,1207,,,,,,,,,,,,,,,
E02003055,1929,803,758,1879,1988,1269,,,,,,,,,,,,,,,
E02003056,1650,668,675,1493,1737,1253,,,,,,,,,,,,,,,
E02003057,816,383,543,1196,1484,1461,,,,,,,,,,,,,,,
E02003058,1543,610,850,1861,2262,2077,,,,,,,,,,,,,,,
E02003059,1092,378,559,1134,1483,1271,,,,,,,,,,,,,,,
E02003060,1593,757,968,1897,2852,2900,,,,,,,,,,,,,,,
E02003061,1188,423,582,1092,1407,1171,,,,,,,,,,,,,,,
E02003062,1134,436,613,1063,1384,1140,,,,,,,,,,,,,,,
E02003063,900,431,533,1186,1897,2039,,,,,,,,,,,,,,,
E02003064,1584,533,738,1281,1563,1109,,,,,,,,,,,,,,,
E02006887,978,313,1909,2695,1146,606,,,,,,,,,,,,,,,
E02006888,1691,534,681,1945,1453,687,,,,,,,,,,,,,,,
E02006889,2257,557,766,2028,1440,883,,,,,,,,,,,,,,,
E02006890,1829,560,898,2627,1972,883,,,,,,,,,,,,,,,
E06000052,74162,37260,41345,82679,150609,159280,,,,,,,,,,,,,,,
E02003931,1367,672,698,1412,2617,3212,,,,,,,,,,,,,,,
E02003932,907,461,447,915,2134,2315,,,,,,,,,,,,,,,
E02003933,854,424,382,856,1983,2472,,,,,,,,,,,,,,,
E02003934,976,424,415,925,1954,2156,,,,,,,,,,,,,,,
E02003935,1660,702,814,1975,2576,2219,,,,,,,,,,,,,,,
E02003936,927,610,537,926,2499,2871,,,,,,,,,,,,,,,
E02003937,685,302,292,725,1485,2101,,,,,,,,,,,,,,,
E02003938,1008,447,456,1088,1799,2077,,,,,,,,,,,,,,,
E02003939,912,486,446,1015,1821,2238,,,,,,,,,,,,,,,
E02003892,703,444,330,682,1984,2183,,,,,,,,,,,,,,,
E02003940,699,386,330,694,1908,2077,,,,,,,,,,,,,,,
E02003893,731,468,370,768,2079,2083,,,,,,,,,,,,,,,
E02003894,1144,567,550,1218,2392,2281,,,,,,,,,,,,,,,
E02003941,1246,587,630,1393,2011,1869,,,,,,,,,,,,,,,
E02003942,1256,530,653,1325,1952,1831,,,,,,,,,,,,,,,
E02003895,1235,591,609,1257,2330,2167,,,,,,,,,,,,,,,
E02003896,773,429,481,866,1573,1584,,,,,,,,,,,,,,,
E02003952,1045,440,481,1274,1889,1960,,,,,,,,,,,,,,,
E02003953,1694,723,762,2016,2879,2816,,,,,,,,,,,,,,,
E02003954,940,438,558,1460,1892,1699,,,,,,,,,,,,,,,
E02003955,1318,648,646,1681,2636,2458,,,,,,,,,,,,,,,
E02003897,745,405,305,771,1817,1462,,,,,,,,,,,,,,,
E02003898,751,458,357,730,2119,2262,,,,,,,,,,,,,,,
E02003956,1133,522,539,1237,2045,1818,,,,,,,,,,,,,,,
E02003899,726,343,394,786,1464,1691,,,,,,,,,,,,,,,
E02003900,1108,538,491,1274,2043,1841,,,,,,,,,,,,,,,
E02003957,1492,736,716,1563,2965,2804,,,,,,,,,,,,,,,
E02003901,876,492,379,852,2117,2774,,,,,,,,,,,,,,,
E02003902,800,408,398,839,1499,1419,,,,,,,,,,,,,,,
E02003958,1319,624,629,1307,2300,1925,,,,,,,,,,,,,,,
E02003959,1129,529,543,1183,1876,1805,,,,,,,,,,,,,,,
E02003905,1001,452,396,1052,2006,1464,,,,,,,,,,,,,,,
E02003906,715,333,267,838,1497,1714,,,,,,,,,,,,,,,
E02003903,846,422,398,971,1942,1999,,,,,,,,,,,,,,,
E02003960,607,413,304,623,1632,2239,,,,,,,,,,,,,,,
E02003961,1419,732,638,1519,2707,2776,,,,,,,,,,,,,,,
E02003904,493,321,282,535,1588,2019,,,,,,,,,,,,,,,
E02003962,1039,502,491,1150,1863,1868,,,,,,,,,,,,,,,
E02003963,1312,622,826,1507,2385,2781,,,,,,,,,,,,,,,
E02003907,1129,501,414,1306,2171,2272,,,,,,,,,,,,,,,
E02003964,818,466,368,850,2151,3109,,,,,,,,,,,,,,,
E02003908,1329,643,598,1445,2232,1925,,,,,,,,,,,,,,,
E02003909,1297,664,819,1741,2547,2370,,,,,,,,,,,,,,,
E02003910,765,436,571,1384,1658,1667,,,,,,,,,,,,,,,
E02003918,948,404,391,1028,2077,1980,,,,,,,,,,,,,,,
E02003919,1055,503,557,1160,1913,1649,,,,,,,,,,,,,,,
E02003911,1061,577,458,973,2427,2932,,,,,,,,,,,,,,,
E02003912,1003,535,386,1000,2250,2784,,,,,,,,,,,,,,,
E02003920,1214,467,570,1503,1947,1900,,,,,,,,,,,,,,,
E02003921,837,371,374,884,1731,1782,,,,,,,,,,,,,,,
E02003922,1201,587,592,1331,2245,1879,,,,,,,,,,,,,,,
E02003923,1208,545,674,1414,1838,1769,,,,,,,,,,,,,,,
E02003924,1027,495,517,1099,1857,2225,,,,,,,,,,,,,,,
E02003943,853,499,477,1038,2098,2544,,,,,,,,,,,,,,,
E02003925,1150,610,553,1114,2001,1753,,,,,,,,,,,,,,,
E02003913,685,423,373,651,1626,2206,,,,,,,,,,,,,,,
E02003944,1347,621,662,1434,2596,2884,,,,,,,,,,,,,,,
E02003945,680,373,304,703,1707,2319,,,,,,,,,,,,,,,
E02003926,1128,549,524,1094,2495,2157,,,,,,,,,,,,,,,
E02003914,1049,508,1320,1439,1817,1569,,,,,,,,,,,,,,,
E02003946,1287,630,527,1241,2566,2878,,,,,,,,,,,,,,,
E02003915,948,565,1440,1291,1797,1701,,,,,,,,,,,,,,,
E02003916,487,340,1924,1005,1352,1715,,,,,,,,,,,,,,,
E02003917,1067,517,752,1257,2142,2052,,,,,,,,,,,,,,,
E02003947,793,423,333,785,1967,2213,,,,,,,,,,,,,,,
E02003927,1025,783,1877,1107,2304,3037,,,,,,,,,,,,,,,
E02003948,1125,651,536,1178,2236,2472,,,,,,,,,,,,,,,
